"Date","Price","Open","High","Low","Vol.","Change %"
"04/30/2020","48.64","49.62","50.40","47.47","3.87M","-0.75%"
"04/29/2020","49.01","46.58","49.27","45.81","3.98M","10.63%"
"04/28/2020","44.30","44.17","44.67","42.83","2.63M","2.62%"
"04/27/2020","43.17","41.37","43.48","40.44","2.39M","1.67%"
"04/24/2020","42.46","42.64","43.34","40.71","3.97M","1.90%"
"04/23/2020","41.67","41.66","42.67","40.63","3.65M","5.82%"
"04/22/2020","39.38","38.56","39.51","37.10","3.21M","8.28%"
"04/21/2020","36.37","34.13","37.18","33.73","4.21M","1.22%"
"04/20/2020","35.93","33.96","37.42","33.69","4.41M","-3.80%"
"04/17/2020","37.35","32.99","37.54","32.62","4.44M","14.78%"
"04/16/2020","32.54","34.86","34.89","32.41","4.30M","-8.13%"
"04/15/2020","35.42","36.00","36.68","34.02","4.69M","-8.24%"
"04/14/2020","38.60","39.42","39.56","38.05","3.11M","-3.28%"
"04/13/2020","39.91","41.77","42.27","39.32","2.54M","-1.16%"
"04/09/2020","40.38","41.32","43.80","38.55","5.15M","3.06%"
"04/08/2020","39.18","35.97","39.37","35.79","3.08M","11.50%"
"04/07/2020","35.14","37.87","38.99","34.99","3.68M","0.03%"
"04/06/2020","35.13","33.95","35.63","32.59","3.55M","4.80%"
"04/03/2020","33.52","36.96","37.42","31.05","5.67M","-5.04%"
"04/02/2020","35.30","33.73","37.50","32.15","5.31M","10.38%"
"04/01/2020","31.98","32.19","32.53","30.58","3.88M","-3.96%"
"03/31/2020","33.30","33.29","35.34","32.62","3.58M","4.29%"
"03/30/2020","31.93","32.76","33.19","29.83","7.57M","-6.17%"
"03/27/2020","34.03","34.90","35.85","33.76","3.16M","-7.22%"
"03/26/2020","36.68","34.82","37.62","34.51","4.16M","5.58%"
"03/25/2020","34.74","34.76","37.17","32.71","4.07M","0.64%"
"03/24/2020","34.52","31.23","34.90","30.38","4.22M","19.41%"
"03/23/2020","28.91","30.70","31.30","27.77","5.41M","-5.80%"
"03/20/2020","30.69","32.03","32.82","29.59","5.85M","-1.41%"
"03/19/2020","31.13","30.40","33.73","29.12","4.65M","3.28%"
"03/18/2020","30.14","28.39","30.43","26.06","8.25M","-1.57%"
"03/17/2020","30.62","30.94","34.49","29.80","7.52M","-1.38%"
"03/16/2020","31.05","31.00","33.71","30.47","7.20M","-11.08%"
"03/13/2020","34.92","35.20","37.24","31.00","6.29M","6.33%"
"03/12/2020","32.84","33.70","35.24","32.19","8.12M","-10.49%"
"03/11/2020","36.69","37.89","38.85","35.33","8.04M","-7.54%"
"03/10/2020","39.68","36.71","39.88","32.49","9.58M","20.32%"
"03/09/2020","32.98","35.20","36.30","27.60","14.24M","-33.67%"
"03/06/2020","49.72","52.36","53.46","48.34","10.52M","-8.74%"
"03/05/2020","54.48","55.10","55.53","53.49","4.91M","-4.42%"
"03/04/2020","57.00","59.05","59.05","55.97","3.36M","-1.21%"
"03/03/2020","57.70","57.36","58.61","56.03","4.21M","0.89%"
"03/02/2020","57.19","56.88","57.43","54.67","4.75M","1.80%"
"02/28/2020","56.18","52.01","56.19","52.01","6.07M","2.11%"
"02/27/2020","55.02","53.88","57.25","51.88","5.81M","-1.54%"
"02/26/2020","55.88","57.63","58.18","55.88","3.34M","-2.63%"
"02/25/2020","57.39","60.39","60.52","56.60","3.14M","-4.70%"
"02/24/2020","60.22","61.29","61.80","59.38","2.69M","-6.52%"
"02/21/2020","64.42","63.90","64.70","63.10","1.94M","-0.46%"
"02/20/2020","64.72","63.80","64.98","63.09","2.55M","1.81%"
"02/19/2020","63.57","61.85","63.99","61.55","3.99M","3.97%"
"02/18/2020","61.14","59.44","61.37","59.18","2.56M","1.33%"
"02/14/2020","60.34","60.32","62.04","59.82","7.04M","0.58%"
"02/13/2020","59.99","58.20","60.04","57.91","3.84M","2.08%"
"02/12/2020","58.77","57.38","58.99","57.29","4.02M","4.65%"
"02/11/2020","56.16","56.03","56.65","55.64","1.78M","2.20%"
"02/10/2020","54.95","54.92","55.16","53.94","2.62M","-0.90%"
"02/07/2020","55.45","56.28","56.65","54.99","3.07M","-2.77%"
"02/06/2020","57.03","59.20","59.31","57.02","3.01M","-3.84%"
"02/05/2020","59.31","58.91","59.55","58.02","3.13M","2.84%"
"02/04/2020","57.67","57.70","58.50","56.88","2.95M","2.20%"
"02/03/2020","56.43","56.90","58.02","56.25","3.35M","-0.25%"
"01/31/2020","56.57","57.62","57.69","56.11","3.55M","-3.40%"
"01/30/2020","58.56","57.48","58.94","57.19","4.38M","1.28%"
